"caption","commentsCount","likesCount","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","ownerUsername","timestamp","type","kalenderwoche"
"US-Präsident Trump vollzieht gleich am ersten Tag seiner Amtszeit eine innen- und außenpolitische Kehrtwende. Mit zahlreichen Dekreten, sogenannten Executive Orders, steckte der neue US-Präsident Trump seine politische Linie ab. Dem Republikaner scheint dabei besonders wichtig, sich von seinem Amtsvorgänger Biden abzusetzen. Allein 78 Dekrete aus dessen Amtszeit hob Trump am ersten Tag als US-Präsident wieder auf. 
 
Beispiel Kuba. Hier setzt Trump wieder auf Konfrontation. Der neue US-Präsident machte die Entscheidung von Biden rückgängig, Kuba nicht mehr als Terrorunterstützer zu bezeichnen. Biden hatte den Kongress erst vergangene Woche offiziell über seine Entscheidung informiert. Zu den Dekreten, die Trump unterzeichnete, gehörte auch die Anordnung, dass Bundesbedienstete an fünf Tagen in der Woche in ihre Büros zurückkehren müssen. Dieser Schritt folgte dem Versprechen des neuen Präsidenten, die Kultur des Homeoffice zu beenden, die während der Corona-Pandemie für viele üblich wurde. 

Doch nicht alles lässt sich einfach per Dekret aushebeln. Zum Beispiel das Recht auf Staatsangehörigkeit durch Geburt. Allerdings könnte Trumps Erlass dazu führen, dass die Frage vor dem Obersten Gericht des Landes landen wird. Dieses könnte die Verfassung tatsächlich anders als bisher auslegen. Bereits während Trumps erster Amtszeit ist der Oberste Gerichtshof, der Supreme Court, wegen mehrerer Nachbesetzungen deutlich nach rechts gerückt. Konservative treiben die Abschaffung des Rechts auf Staatsbürgerschaft durch Geburt seit Jahren voran. Sie haben besonders in den Vereinigten Staaten geborene Kinder von illegal in den USA lebenden Migrant:innen im Blick. 
 

#usa #trump #biden #executiveorders #tagesschau #nachrichten",3009,194077,"usa","trump","biden","executiveorders","tagesschau","nachrichten","","","","","","","tagesschau",2025-01-21 10:35:07,"Sidecar",3
"Donald Trump hat bereits entschieden, wen er als US-Präsident in mächtigen Positionen an seiner Seite haben will. Viele davon, etwa Minister:innen, müssen noch vom Senat bestätigt werden. Vorher geht ein geschäftsführendes Kabinett an den Start. 

Fox-News-Moderator Pete Hegseth hat bis auf eine erfolglose Bewerbung für einen Sitz im US-Senat keine politische Erfahrung, dürfte aber mit dem Pentagon eines der wichtigsten Ministerien leiten. Die ehemalige Generalstaatsanwältin von Florida, Pam Bondi, ist als Justizministerin vorgesehen. Der 62-jährige Investor Scott Bessent ist Gründer des Hedgefonds Key Square Group. Er war zuvor Chief Investment Officer von George Soros' Soros Fund Management und wird nun Finanzminister. Als Gesundheitsminister will Trump den früheren parteilosen Präsidentschaftsbewerber und erklärten Impfgegner Robert F. Kennedy Jr. 

Den künftigen Außenminister und republikanischen Senator Marco Rubio aus Florida lobt Trump als einen „starken Fürsprecher“ für die USA, einen „wahren Freund der Verbündeten“ und „einen furchtlosen Krieger, der vor Gegnern niemals zurückschrecken wird“. Der 53-Jährige ist seit 2011 im US-Senat und hat schon in jungen Jahren Karriere in der Politik gemacht. Die Gouverneurin von South Dakota, Kristi Noem, ist eine überzeugte Unterstützerin Trumps. Im Heimatschutzministerium hätte die 53-Jährige eine maßgebliche Rolle bei dem von Trump geplanten „größten Abschiebeprogramm in der amerikanischen Geschichte“. Linda McMahon ist Mitgründerin des Medien-Imperiums World Wrestling Entertainment (WWE). Nun soll sie Bildungsministerin werden. 

Mit Susie Wiles hat sich Trump eine enge Vertraute für die einflussreiche Rolle der Stabschefin ausgesucht. Die 67-Jährige war Trumps Wahlkampfmanagerin, trat bislang in der Öffentlichkeit kaum in Erscheinung, gilt aber als mächtige Strippenzieherin. Karoline Leavitt wird als jüngste Person in der US-Geschichte das Amt der Pressesprecherin des Weißen Hauses übernehmen. 

#usa #politk #kabinett #donaldtrump #tagesschau #nachrichten",1491,117609,"usa","politk","kabinett","donaldtrump","tagesschau","nachrichten","","","","","","","tagesschau",2025-01-21 18:00:13,"Sidecar",3
"Donald Trump wurde in einer feierlichen Zeremonie in Washington als 47. Präsident der Vereinigten Staaten vereidigt. So schauen unsere Korrespondent:innen auf der ganzen Welt auf seinen Amtsantritt.  
 
#trump #usa #präsident #tagesschau #nachrichten 
 
Hinweis: Aus technischen Gründen haben wir das Video erneut hochgeladen.",353,8872,"trump","usa","präsident","tagesschau","nachrichten","","","","","","","","tagesschau",2025-01-21 09:04:19,"Video",3
"Im Januar stehen sechs Planeten in einer Reihe am Nachthimmel. Im Februar sogar sieben. Eine solche Planetenparade ist eher selten. Am Abend des 21. Januar 2025 sind sechs Planeten in einer Reihe am Himmel: Mars, Jupiter, Uranus, Neptun, Venus und Saturn. Neptun und Uranus werden dabei aber nur mit einem Teleskop zu beobachten sein. Mars, Jupiter, Venus und Saturn sind hingegen bei guten Witterungsbedingungen mit bloßem Auge sichtbar. 

Am 28. Februar wird sich außerdem Merkur als siebter Bonusplanet der Parade anschließen. Da Merkur aber nur schwach leuchtet, wird dieser Planet nur schwer zu beobachten sein. 

Solche Konstellationen treten auf, weil die Planeten unseres Sonnensystems die Sonne auf ungefähr der gleichen Ebene umkreisen. Dabei sind sie aber unterschiedlich schnell. Wenn sich also mehrere Planeten im selben Teil ihrer Umlaufbahn versammeln und dies mit unserer Sicht von der Erde aus übereinstimmt, kommt es zu einer solchen Konstellation, einer sogenannten Planetenparade. In Wahrheit sind die Planeten Millionen oder gar Milliarden Kilometer voneinander entfernt. 

Um die Planetenparade zu sehen, sollte man sich einen Ort mit dunklem Himmel – also mit möglichst wenig Lichtverschmutzung – und mit freier Sicht auf den Horizont suchen. Mit einem geeigneten Standort ist jede klare, wolkenlose Nacht in den kommenden sechs Wochen ideal, um die Planeten zu beobachten. 

Um die Planeten zu sehen, sollte man Richtung Süden schauen. Im Südwesten strahlen Venus und Saturn, Jupiter weiter im Süden und Mars im Südosten oder Osten. Die Planeten leuchten heller als die Sterne und funkeln außerdem nicht. Mars wird, wie ein rötlich-orangefarbener Punkt aussehen. Die optimale Beobachtungszeit ist kurz nach Sonnenuntergang bis etwa 21:30 Uhr. 

#tagesschau #planeten #nachthimmel #nachrichten #astronomie",376,125153,"tagesschau","planeten","nachthimmel","nachrichten","astronomie","","","","","","","","tagesschau",2025-01-21 18:58:44,"Sidecar",3
"Prinz Harry hat sich im Prozess um illegale Recherchemethoden mit dem Verlag der britischen Boulevardzeitung Sun auf einen Vergleich geeinigt. Dazu zählt eine finanzielle Entschädigung. Außerdem entschuldigte sich der Verlag bei Prinz Harry „umfassend und ohne Einschränkungen“ für „ernsthafte Verletzungen seines Privatlebens“. 

Der Verlag des Medienunternehmers Rupert Murdoch, die neben der Sun auch die in Verruf geratene und eingestellte Zeitung „News of the World“ betrieben hatte, räumte in einer Erklärung Überwachung durch Privatdetektive und Missbrauch privater Informationen ein – Anschuldigungen, die der Konzern vor dem Prozess noch energisch zurückgewiesen hatte. 

Prinz Harry und ein Ex-Abgeordneter waren die letzten von über 1.300 Klägern, die sich noch nicht außergerichtlich mit dem Verlag geeinigt hatten. Zu diesen gehörten auch Schauspieler Hugh Grant, Ex-Fußballer Paul Gascoigne und das frühere „Spice Girl“ Melanie Chisholm. Die Vorwürfe betrafen mutmaßliche Abhöraktionen von 1996 bis 2011. 

Der Sun-Verlag entgeht nun einer ausführlichen Prüfung vor Gericht, ob und inwieweit Mitarbeiter:innen der Sun in illegale Machenschaften verwickelt und ob solche Praktiken in der Chefetage bekannt waren. Dass damals illegale Methoden wie das Abhören von Sprachnachrichten bei einigen britischen Zeitungen verbreitet waren, ist unumstritten. Bislang gelang es dem Verlag jedoch stets, Klagen durch Zahlungen im Vorfeld abzuwenden. 

#thesun #prinzharry #tagesschau #boulebard #nachrichten #news #tagesschau",93,40020,"thesun","prinzharry","tagesschau","boulebard","nachrichten","news","","","","","","","tagesschau",2025-01-22 16:41:15,"Sidecar",4
"Der Bundestag wird kleiner und günstiger. Aufgrund der Wahlrechtsreform ist die Zahl der Sitze auf 630 begrenzt. #bundestag #deutschland #tagesschau #nachrichten",346,18645,"bundestag","deutschland","tagesschau","nachrichten","","","","","","","","","tagesschau",2025-01-22 07:46:39,"Video",4
"Das hat Trump am ersten Tag entschieden. 

#trump #tagesschau #nachrichten",1594,62303,"trump","tagesschau","nachrichten","","","","","","","","","","tagesschau",2025-01-21 16:58:42,"Video",3
"Der Bevölkerungsschwund seit Ausbruch des Krieges ist in der Ukraine massiv: Fast die Hälfte der Staatsbürger:innen lebt im Ausland. Die ukrainische Regierung will sich jetzt verstärkt um die Rückkehr von Kriegsflüchtlingen bemühen, die in Deutschland leben. In kein anderes Land sind seit der russischen Invasion so viele Menschen geflüchtet. 

Mit sogenannten „Unity Hubs“ (Einheitszentren) sollen einerseits Angebote zur Rückkehr ins Heimatland gemacht werden, andererseits sollen die Geflüchteten bei der Arbeits- und Wohnungsvermittlung oder mit Bildungsangeboten unterstützt werden, falls sie noch nicht zurückkehren wollen. Das erste Zentrum soll bald in Berlin eröffnen, weitere in anderen Städten sollen folgen. 

„Eine beträchtliche Anzahl von Ukrainern erwägt ernsthaft, in die Heimat zurückzukehren“, sagte der ukrainische Vizeregierungschef Oleksij Tschernyschow vergangene Woche bei einem Besuch in Berlin. Er leitet ein im Dezember eigens für die Rückkehr von Flüchtlingen gegründetes Ministerium für nationale Einheit. Rückkehrern gibt Tschernyschow eine Garantie: Sie würden vom Militärdienst zurückgestellt, wenn sie in „kritischen Branchen“ arbeiteten. 

In den von der Regierung in Kiew kontrollierten Gebieten leben heute nur noch 32 Millionen Menschen. Zum Zeitpunkt der Unabhängigkeit nach dem Zerfall der Sowjetunion 1991 waren es nach Regierungsangaben noch 52 Millionen. Die Zahl der Ukrainer:innen, die im Ausland leben, wird von der Regierung in Kiew auf 20 bis 25 Millionen geschätzt. 

#ukraine #geflüchtete #tagesschau #nachrichten",1205,48263,"ukraine","geflüchtete","tagesschau","nachrichten","","","","","","","","","tagesschau",2025-01-20 16:08:24,"Sidecar",3
"Die thailändischen Behörden haben die Rekordmenge von 1,6 Tonnen Methamphetamin, auch bekannt als Crystal Meth, beschlagnahmt. „Es ist das erste Mal, dass wir eine so große Menge Methamphetamin beschlagnahmt haben“, sagte der Leiter der Drogenkontrollbehörde, Phanurat Lukboon, der Nachrichtenagentur AFP. 

Thailand ist einer der wichtigsten Drogenumschlagplätze in Asien, vor allem die als Goldenes Dreieck bekannte Grenzregion zu Myanmar und Laos. Besonders in Myanmar gibt es zahlreiche Drogenlabore. Nach UN-Angaben wurde in Ost- und Südostasien im vergangenen Jahr eine Rekordmenge von Methamphetamin beschlagnahmt. 

#thailand #crystalmeth #drogen #tagesschau",363,112466,"thailand","crystalmeth","drogen","tagesschau","","","","","","","","","tagesschau",2025-01-20 22:10:12,"Sidecar",3
"Donald Trump ist zum zweiten Mal Präsident der USA. Der 78-Jährige legte am Montagmittag (Ortszeit) in der Rotunde des Kapitols in Washington seinen Amtseid ab. Er werde das Präsidentenamt getreulich ausführen und die Verfassung der Vereinigten Staaten wahren, schützen und verteidigen, gelobte der frühere Immobilien- und Medienunternehmer.

Wegen der winterlichen Kälte in der Hauptstadt wurden der Amtseid und die dazugehörenden Feierlichkeiten zur Enttäuschung der angereisten Trump-Anhänger:innen ins Kapitol verlegt. Traditionell findet die Zeremonie unter freiem Himmel vor dem Westportal des Kapitols statt. Beim Amtseid waren außer dem scheidenden Präsidenten Joe Biden die ehemaligen Präsidenten Barack Obama, Bill Clinton und George W. Bush zugegen sowie Hunderte US-Politiker:innen und geladene Gäste.

Unter Trumps Gästen und auf den Ehrenplätzen waren mehrere Multi-Milliardäre, die auch zu den zehn reichsten Menschen der Welt gehören, darunter Tesla-Chef Elon Musk, Amazon-Gründer Jeff Bezos, Meta-Chef Mark Zuckerberg, Apple-Chef Tim Cook sowie Google-Chef Sundar Pichai.

Trump kündigte in seiner Amtsantrittsrede an, einen Energienotstand auszurufen und dafür zu sorgen, dass durch Fracking Öl gefördert wird. Außerdem werde es eine Mars-Mission geben. Trump sagte dabei auch, Amerika werde sich wieder als wachsende Nation verstehen, die ihr Territorium ausbaut.

Offenbar will Trump noch am ersten Tag seiner Amtszeit zahlreiche Exekutivanordnungen unterzeichnen. Erwartet wurden Vorschriften zur Grenzsicherheit und zum Abschieben von Menschen ohne Papiere sowie eine Anordnung zum Kurznachrichtendienst TikTok.

Der Republikaner Trump hatte das höchste Amt der Nation bereits von 2017 bis 2021 inne. Bei der Wahl im November 2024 besiegte Trump die demokratische Vizepräsidentin Kamala Harris.

#Inauguration2025 #trump #usa #präsident #nachrichten #tagesschau",2701,138730,"Inauguration2025","trump","usa","präsident","nachrichten","tagesschau","","","","","","","tagesschau",2025-01-20 18:28:07,"Sidecar",3
"Der frisch vereidigte US-Präsident Donald Trump hat in einer seiner ersten Amtshandlungen angeordnet, dass die Flaggen bei Amtseinführungen von US-Präsident:innen stets auf voller Höhe gehisst werden müssen. Ein entsprechendes Dekret unterzeichnete der Republikaner bei einer Zeremonie im Kapitol in Washington.
 
Der Hintergrund ist der Tod des ehemaligen Präsidenten Jimmy Carter Ende Dezember. Der damalige US-Präsident Joe Biden ordnete nach dessen Tod eine 30-tägige Trauerperiode an. Das hatte zur Folge, dass auch während der Amtseinführung Trumps die US-Flaggen auf halbmast gehisst wurden. 

Nach Trumps Anordnung weht die Flagge auf dem Weißen Haus nun wieder normal. Der Erlass gilt für alle US-Regierungsgebäude, Militäreinrichtungen und Botschaften im Ausland. 

Trump hatte sich über die Trauerbeflaggung öffentlich geärgert. „Die Demokraten sind ganz aus dem Häuschen darüber, dass unsere prächtige amerikanische Flagge während meiner Amtseinführung möglicherweise auf halbmast wehen wird“, ließ er etwa wissen. Daraufhin kündigte der Vorsitzende des Repräsentantenhauses, Mike Johnson, an, dass die Flaggen zumindest am Kapitol vorübergehend auf volle Höhe gehisst werden.

#usa #trump #biden #carter #flaggen #halbmast #tagesschau",1614,123574,"usa","trump","biden","carter","flaggen","halbmast","tagesschau","","","","","","tagesschau",2025-01-20 21:10:10,"Sidecar",3
"Was bedeuten die Wahlprogramme der Parteien zur Bundestagswahl für den eigenen Geldbeutel? Diese Frage haben Forschende des Mannheimer Leibniz-Instituts für Europäische Wirtschaftsforschung (ZEW) untersucht. Sie haben die zentralen Reformvorschläge der Parteien zu Steuern, Mindestlohn und Sozialleistungen anhand eines Musterhaushalts aus zwei Eltern (Alleinverdiener:in) mit zwei Kindern durchgerechnet. 

Steuern senken wollen insgesamt alle Parteien. Die vorgeschlagenen Steuersenkungen von FDP, CDU/CSU und AfD entlasten höhere Einkommensklassen aber deutlich mehr als niedrigere Einkommen. Die Programme von SPD, Bündnis 90/Die Grünen, Linken und BSW bedeuten besonders für untere und mittlere Einkommen einen Zuwachs beim Einkommen. 

„SPD, Grüne, Linke und BSW wollen untere und mittlere Einkommen entlasten. Sie würden das über höhere Steuern für Spitzenverdienerinnen und -verdiener finanzieren. Bei Union, FDP und AfD steigen hingegen die Entlastungen mit dem Einkommen“, erklärt Ko-Studienautor Holger Stichnoth. 

Berücksichtigt wurden die Programme der aktuell im Bundestag vertretenen Parteien sowie des Bündnisses Sahra Wagenknecht. Waren die Vorschläge in den Programmen zu unkonkret für eine Berechnung, trafen die Forschenden plausible Annahmen auf Basis von Beschlüssen und Äußerungen der Parteien. 

#btw25 #politik #wahl #finanzen #tagesschau #nachrichten",4654,208620,"btw25","politik","wahl","finanzen","tagesschau","nachrichten","","","","","","","tagesschau",2025-01-21 15:33:57,"Sidecar",3
"Ein iranisches Gericht hat den Rapper Amir Tatalu wegen „Gotteslästerung“ zum Tode verurteilt. Die Zeitung „Etemad“ berichtete, das Oberste Gericht des Landes habe eine fünfjährige Haftstrafe aufgehoben und stattdessen die Todesstrafe verhängt. Das Urteil ist noch nicht endgültig. Es könnte Berufung eingelegt werden. 

Tatalu heißt mit bürgerlichem Namen Amir Hossein Maghsoudloo. Er ist ein einflussreicher Pionier des iranischen Raps und einer der berühmtesten, aber auch umstrittensten iranischen Künstler. Zwischenzeitlich war Tatalu von konservativen Politikern hofiert worden, weil sie in ihm einen Weg sahen, junge, liberal gesinnte Iraner:innen zu erreichen. 

2018 verlegte er seinen Wohnsitz in die türkische Metropole Istanbul, nachdem er keine Lizenz für eine Tätigkeit im Musikbereich von den iranischen Behörden bekommen hatte. Im Dezember 2023 übergab ihn die türkische Justiz an den Iran. Seitdem sitzt Tatalu in Haft. Ihm wurden unter anderem „Ermutigung der jungen Generation zur Prostitution“, Verbreitung von „Propaganda“ gegen die Islamische Republik und Veröffentlichung „obszöner Inhalte“ vorgeworfen. 

#iran #nachrichten #tagesschau",2514,115793,"iran","nachrichten","tagesschau","","","","","","","","","","tagesschau",2025-01-20 13:29:43,"Sidecar",3
"Update 21.1.2025, 13:15 Uhr:

In einem Skiresort im Nordwesten der Türkei sind bei einem Brand in einem Hotel 66 Menschen ums Leben gekommen. 51 weitere seien bei dem Feuer in Kartalkaya verletzt worden, teilte der türkische Innenminister Ali Yerlikaya mit.

Der Brand war nach Angaben der staatlichen Nachrichtenagentur Anadolu in der Nacht aus ungeklärten Gründen ausgebrochen. Zwei der Opfer verunglückten tödlich, als sie in Panik aus dem Gebäude sprangen, wie Gouverneur Abdulaziz Aydin der staatlichen Nachrichtenagentur Anadolu sagte. Demnach hielten sich mehr als 230 Gäste in dem Hotel in der Provinz Bolu auf. 30 Feuerwehrwagen und 28 Krankenwagen seien zum Unglücksort unterwegs, ergänzte Aydin. 
 
Bilder zeigten, wie das Dach und die oberen Stockwerke brannten. Der Sender NTV berichtete, die Fassade des Hotels bestehe aus Holz – deshalb habe sich das Feuer besonders schnell ausbreiten können. Kartalkaya liegt in einem beliebten Skigebiet in der Provinz Bolu in Anatolien. In der Türkei sind zurzeit Schulferien. Das Skigebiet ist bei Einheimischen beliebt.

#türkei #skihotel #kaeralkaya #nachrichten #tagesschau",577,72399,"türkei","skihotel","kaeralkaya","nachrichten","tagesschau","","","","","","","","tagesschau",2025-01-21 08:49:34,"Sidecar",3
